VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-05116_PSM_1_CEON80CGVX	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_CHA2_64D1_GD1_01_695.mzXML	2020	3382	4522	[8'-Hydroxy-MeBmf]1-cyclosporin	36	6.8e-70	1217.84	1202.85	461.365	M+H	1	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/CO)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-04717_PSM_4_6YZ28V26ZB	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Widow_TA44_57A9_RA9_01_570.mzXML	2066	3272	4528	g-Hydroxy-Meleu4-cyclosporin	36	9.9e-70	1217.84	1202.85	440.524	M+H	1	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(O)(C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-01737_PSM_1_VDWACKBLPW	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_SEA4_64C4_GC4_01_686.mzXML	2063	3239	4525	(D)-Ser-cyclosporin	37	9.0e-68	1217.84	601.926	446.29	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)CO)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-05160_PSM_0_904SLPCGYP	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_SDA005_64A10_GA10_01_667.mzXML	2135	3370	2132	Cyclosporin,_9CI_Cyclosporin_Q	38	1.2e-67	1173.81	601.924	457.574	M+2H	2	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
spectra-05489_PSM_0_EMPC5SQZY8	MSV000078937/raw/Samples/ISP2-s-BuOH-P-08_A-9_P1-A-9_01_14695.mzXML	48	410	3493	E'Surugamide_A'	29	8.0e-67	911.621	898.62	148.543	M+H	1	NCCCC[C@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](CC)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@@H](CC)C	0.00
spectra-06102_PSM_2_U8TSO1CWJ4	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Dunn_Cz1_71E10_RE10_01_813.mzXML	2348	3416	1135	Cyclosporin,_9CI_Cyclosporin_Z	37	9.3e-67	1173.85	601.926	457.534	M+2H	2	CCCCCCC1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	0.00
spectra-05116_PSM_2_QV6E3SKBFV	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_CHA2_64D1_GD1_01_695.mzXML	1872	3151	4553	[g-Hydroxy-MeLeu]8-cyclosporin	36	3.4e-66	1259.88	601.925	431.233	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)CC(O)(C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-05160_PSM_6_5YWNAEANE1	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate64/Provo_SDA005_64A10_GA10_01_667.mzXML	2009	3183	2380	Cyclosporin,_9CI_Cyclosporin_O	34	6.7e-66	1159.83	1202.85	432.855	M+H	1	CCCC1C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1	0.00
spectra-08962_PSM_0_2KKZZ2ZQ94	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate53/Quaker_Itra2_53A6_RA6_01_470.mzXML	1848	3177	80	Cyclosporin,_9CI_4-[2-(Methylamino)pentanoic_acid]_analogue	33	9.9e-66	1187.83	1202.84	426.434	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CCC)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
spectra-04503_PSM_1_ZUXBU4Z8RG	MSV000078937/ccms_peak/Samples/ISP2-s-BuOH-P-09_G-12_P1-G-12_01_14872.mzXML	113	497	3496	E'Surugamide_D'	28	1.9e-62	897.605	998.641	177.852	M+H	1	NCCCC[C@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)C(C)C)[C@@H](CC)C	0.00
spectra-04717_PSM_6_U2UT1S2T62	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Widow_TA44_57A9_RA9_01_570.mzXML	1897	3042	2621	Cyclosporin,_9CI_Cyclosporin_U	32	2.1e-62	1187.83	1202.84	411.148	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
spectra-06102_PSM_6_WIESJX5KWJ	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Dunn_Cz1_71E10_RE10_01_813.mzXML	1741	2658	2243	Cyclosporin,_9CI_Cyclosporin_K	32	3.1e-62	1199.86	1188.84	360.764	M+H	1	CC=CCC(C)CC1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	0.00
spectra-00635_PSM_1_N8CUGWQNCH	MSV000078937/raw/Samples/ISP2-s-BuOH-P-03_B-5_P1-B-5_01_14292.mzXML	51	465	3460	E'Champacyclin'	28	2.3e-61	897.605	912.633	167.192	M+H	1	NCCCC[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)C)[C@H](CC)C)CC(C)C)[C@H](CC)C)C(C)C	0.00
spectra-00887_PSM_1_XKT1ZXS4W8	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Clearwater_SEA1_57D1_RD1_01_599.mzXML	890	1577	1620	Sch_378167_5'-Amide	31	1.1e-60	1136.65	1137.68	222.152	M+H	1	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)OC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(CCC(=N)O)C(=O)N1	0.00
spectra-05210_PSM_0_ZKY00D9PXP	MSV000079050/ccms_peak/Cyanobacteria/EHu-7H_GA5_01_23228.mzXML	765	1857	535	Laxaphycin_B_Laxaphycin_B	38	1.3e-59	1394.84	690.439	280.104	M+2H	2	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)N1	0.00
spectra-12850_PSM_5_OCI9HQPCST	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Sapulpa_Cz1_71D7_RD7_01_797.mzXML	2197	3451	1026	Cyclosporin,_9CI_4-L-Leucine,_10-L-alanine_analogue	31	1.4e-59	1175.79	601.926	462.025	M+2H	2	CC=CCC(C)C(C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
None	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Fleming_PDA2_71C4_RC4_01_782.mzXML	2002	3208	1984	Cyclosporin,_9CI_Cyclosporin_C	30	2.0e-59	1217.84	1218.84	432.266	M+H	1	CC=CCC(C)C(C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	4.55
spectra-05497_PSM_5_0MW2UAOM91	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Reese_Cz1_57C3_RC3_01_589.mzXML	1900	2886	1948	Isocyclosporin_D_Isocyclosporin_D	30	2.0e-59	1215.86	1218.84	391.216	M+H	1	CC=CCC(C)C1C(C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)O1)NC	4.35
spectra-05585_PSM_3_NBR3QPI0YP	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Miller4_Cz5_71G10_RG10_01_838.mzXML	2207	3714	1985	Cyclosporin,_9CI_2-[O-(2-Hydroxyethyl)-D-serine]	33	2.0e-59	1261.86	601.927	499.602	M+2H	2	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)COCCO)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
spectra-06529_PSM_0_6PVKGMTTJN	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Davis9_Cz3_71H8_RH8_01_848.mzXML	2299	3625	1913	Cyclosporin,_9CI_N9-De-Me	30	6.6e-59	1187.83	1202.85	485.894	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	4.17
None	MSV000078982/peak/0_WilliamsFreshwaterCyanosStandardsSelectedScansConvertedTo_mzXML/PW-43_P1-E-7_Scytonemin_A_1462amu_01_15558_San632-735.mzXML	24	664	4671	Scytonemin_A	31	2.5e-57	1462.76	1463.78	175.352	M+H	1	N12C(=O)[C@H]3N(C(=O)CNC(=O)[C@H](NC(=O)[C@H]([C@H](NC(=O)[C@H]4N(C(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)[C@@H]1C([C@H](C2)O)C)CC(C)C)CCO)Cc1ccccc1)[C@H](C(C)C)O)CC[C@@H]4C)C[C@@H](OC(=O)[C@@H](NC(=O)C)C)CCCC(Cc1ccccc1)O)O)CO)C[C@@H]([C@@H]3C)O	3.85
spectra-06529_PSM_1_EUGEHOS676	MSV000079098/raw/GNPS_Cichewicz_Fungi_Collection/Plate71/Davis9_Cz3_71H8_RH8_01_848.mzXML	2291	3615	4529	[MeVal]5-cyclosporin	29	2.5e-57	1215.86	1202.86	484.596	M+H	1	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	4.00
spectra-05497_PSM_10_8Y8DBT97U2	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Reese_Cz1_57C3_RC3_01_589.mzXML	2427	3561	2275	Cyclosporin,_9CI_Cyclosporin_L	29	5.4e-57	1187.83	1186.87	478	M+H	1	CC=CCC(C)C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1)O	3.70
None	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate71/Dunn_Cz1_71E10_RE10_01_813.mzXML	1733	2648	1947	Cyclosporin,_9CI_Cyclosporin_B	30	7.6e-57	1187.83	1188.84	359.467	M+H	1	CC=CCC(C)C(C1C(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	3.57
spectra-05489_PSM_5_32WPWZK46Z	MSV000078937/raw/Samples/ISP2-s-BuOH-P-08_A-9_P1-A-9_01_14695.mzXML	103	495	3495	E'Surugamide_C'	24	2.1e-56	897.605	926.625	177.179	M+H	1	NCCCC[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)C(C)C)Cc1ccccc1)CC(C)C)[C@H](CC)C)[C@H](CC)C)[C@@H](CC)C	3.45
None	MSV000079450/peak/mzXML/P2-F-12_P2-F-12_01_12453.mzXML	261	557	2928	SNA_60-367_SNA_60-367-6	29	2.6e-56	1476.81	739.419	197.692	M+2H	2	CCC(C)CCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1Cc2ccc(cc2)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccc(cc2)O)NC(=O)C(CCC(=N)O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC1=O)O	0.00
spectra-05497_PSM_11_7K4ROI4HQ0	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Reese_Cz1_57C3_RC3_01_589.mzXML	2432	3568	1882	Cyclosporin,_9CI_Deoxy	29	7.5e-56	1185.85	1188.84	478.981	M+H	1	CC=CCC(C)CC1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	3.33
spectra-05210_PSM_15_MZBS2NGI20	MSV000079050/ccms_peak/Cyanobacteria/EHu-7H_GA5_01_23228.mzXML	690	1770	1649	Lyngbyacyclamide_A_Lyngbyacyclamide_A	30	1.0e-55	1442.84	1425.88	268.719	M+H	1	CCCCCCCC1CC(=O)NC(C(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(CCO)C(=O)NC(CC(C)C)C(=O)NC(CCC(=N)O)C(=O)N(C)C(C(C)CC)C(=O)NC(C(C(=N)O)O)C(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C(C)O)C(=O)N1	3.23
spectra-06231_PSM_0_RXVP5QN2LO	MSV000078568/spectrum/GNPS_Dorrestein_Gerwick_Cyanobacteria/GNPS_Dorrestein_Gerwick_Cyanobacteria/Plate19/1814_019H1_RH1_01_14428.mzXML	815	1176	4790	Tolybyssidin_A	40	4.5e-55	1464.87	739.457	194.138	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	0.00
spectra-00887_PSM_2_R8FL74S9SD	MSV000079098/ccms_peak/GNPS_Cichewicz_Fungi_Collection/Plate57/Clearwater_SEA1_57D1_RD1_01_599.mzXML	875	1557	392	Sch_378167_5',5''-Diamide	30	1.1e-54	1135.66	569.333	219.55	M+2H	2	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)N(C)C(CCC(=N)O)C(=O)OC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(CCC(=N)O)C(=O)N1	0.00
spectra-07026_PSM_1_DEA8OIBBFO	MSV000079050/raw/Cyanobacteria/PAC12G3_RC12_01_23150.mzXML	1886	3380	1848	Aureobasidins_Aureobasidin_N	27	1.1e-54	1082.68	1070.71	473.358	M+H	1	CCC(C)C1C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(=C)C)C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	3.12
spectra-07026_PSM_0_C5BHPMWAZE	MSV000079050/raw/Cyanobacteria/PAC12G3_RC12_01_23150.mzXML	1836	3324	4160	Substance_A;_RP-11072-A	28	1.3e-54	1126.74	542.869	466.176	M+2H	2	N12C(=O)C(N(C(=O)C(NC(=O)C3N(C(=O)C(NC(=O)C(N(C(=O)C4N(C(=O)C(N(C(=O)C)C)C(C)C)CC(C4)C)C)C(OC(=O)CNC(=O)C(N(C(=O)C1CC(C2)C)C)CC(C)C)C)CC(C)C)C[C@@H](C3)C)CC(C)C)C)C(C)C	0.00
None	MSV000079450/peak/mzXML/P3-C-12_P1-C-12_01_12593.mzXML	262	535	433	SNA_60-367_SNA_60-367-2	28	1.5e-54	1462.8	732.407	190.281	M+2H	2	CCC(C)C1C(=O)Oc2ccc(cc2)CC(C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)N2CCCC2C(=O)NC(CCC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)N1)NC(=O)C(CCCN)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCCCC(C)C)O	0.00
